id,怪物名称,出生点,出生范围,怪物数量,移动范围
前4位对应地图id前四位，第五六位区分1小怪/2boss，后2位对应怪物编号,1是普通怪2是boss,x#y,x#y,填坐标2后可填，表示区域内怪物数量,移动范围至少要大于等于出生范围
uint#id,string#name,string#positon,uint#bornRange,uint#total,uint#bornDistance
id,name,position,bornRange,total,bornDistance
13001,竹林小魔仙,152#49,1,1,0
13001,竹林小魔仙,160#50,1,1,0
13001,竹林小魔仙,167#47,1,1,0
13001,竹林小魔仙,165#43,1,1,0
13001,竹林小魔仙,157#42,1,1,0
13001,竹林小魔仙,160#46,1,1,0
13051,竹林小魔仙(勇士),149#42,1,1,0
13001,竹林小魔仙,150#37,1,1,0
13001,竹林小魔仙,155#34,1,1,0
13001,竹林小魔仙,165#38,1,1,0
13001,竹林小魔仙,163#33,1,1,0
13001,竹林小魔仙,166#28,1,1,0
13051,竹林小魔仙(勇士),162#24,1,1,0
13001,竹林小魔仙,158#29,1,1,0
13001,竹林小魔仙,153#24,1,1,0
13001,竹林小魔仙,148#30,1,1,0
13051,竹林小魔仙(勇士),143#43,1,1,0
13001,竹林小魔仙,173#43,1,1,0
13001,竹林小魔仙,182#42,1,1,0
13001,竹林小魔仙,191#45,1,1,0
13001,竹林小魔仙,192#38,1,1,0
13051,竹林小魔仙(勇士),192#38,1,1,0
13001,竹林小魔仙,201#35,1,1,0
13001,竹林小魔仙,205#28,1,1,0
13001,竹林小魔仙,204#36,1,1,0
13001,竹林小魔仙,198#41,1,1,0
13001,竹林小魔仙,199#46,1,1,0
13051,竹林小魔仙(勇士),206#52,1,1,0
13001,竹林小魔仙,212#54,1,1,0
13001,竹林小魔仙,210#65,1,1,0
13001,竹林小魔仙,212#60,1,1,0
13001,竹林小魔仙,220#57,1,1,0
13051,竹林小魔仙(勇士),226#57,1,1,0
13001,竹林小魔仙,227#62,1,1,0
13001,竹林小魔仙,233#61,1,1,0
13001,竹林小魔仙,221#61,1,1,0
13051,竹林小魔仙(勇士),214#57,1,1,0
13001,竹林小魔仙,208#58,1,1,0
13001,竹林小魔仙,205#47,1,1,0
13001,竹林小魔仙,115#89,1,1,0
13001,竹林小魔仙,111#83,1,1,0
13051,竹林小魔仙(勇士),113#77,1,1,0
13001,竹林小魔仙,107#74,1,1,0
13001,竹林小魔仙,107#68,1,1,0
13001,竹林小魔仙,107#68,1,1,0
13051,竹林小魔仙(勇士),115#69,1,1,0
13001,竹林小魔仙,121#65,1,1,0
13001,竹林小魔仙,121#65,1,1,0
13001,竹林小魔仙,128#67,1,1,0
13051,竹林小魔仙(勇士),125#60,1,1,0
13001,竹林小魔仙,121#56,1,1,0
13001,竹林小魔仙,128#50,1,1,0
13001,竹林小魔仙,121#50,1,1,0
13051,竹林小魔仙(勇士),137#45,1,1,0
13001,竹林小魔仙,110#53,1,1,0
13001,竹林小魔仙,114#58,1,1,0
13001,竹林小魔仙,118#62,1,1,0
13001,竹林小魔仙,107#62,1,1,0
13001,竹林小魔仙,102#59,1,1,0
13051,竹林小魔仙(勇士),95#52,1,1,0
13001,竹林小魔仙,89#57,1,1,0
13001,竹林小魔仙,111#70,1,1,0
13001,竹林小魔仙,116#53,1,1,0
13001,竹林小魔仙,106#56,1,1,0
13051,竹林小魔仙(勇士),106#56,1,1,0
13001,竹林小魔仙,86#53,1,1,0
13001,竹林小魔仙,54#114,1,1,0
13002,竹林盗伐者,59#62,1,1,0
13002,竹林盗伐者,61#68,1,1,0
13052,竹林盗伐者(勇士),54#71,1,1,0
13002,竹林盗伐者,55#77,1,1,0
13002,竹林盗伐者,54#89,1,1,0
13002,竹林盗伐者,46#89,1,1,0
13002,竹林盗伐者,47#83,1,1,0
13052,竹林盗伐者(勇士),55#83,1,1,0
13002,竹林盗伐者,49#77,1,1,0
13002,竹林盗伐者,47#72,1,1,0
13002,竹林盗伐者,41#67,1,1,0
13052,竹林盗伐者(勇士),55#65,1,1,0
13002,竹林盗伐者,32#68,1,1,0
13002,竹林盗伐者,32#68,1,1,0
13002,竹林盗伐者,32#68,1,1,0
13052,竹林盗伐者(勇士),31#75,1,1,0
13002,竹林盗伐者,39#71,1,1,0
13002,竹林盗伐者,44#77,1,1,0
13002,竹林盗伐者,37#83,1,1,0
13002,竹林盗伐者,41#90,1,1,0
13002,竹林盗伐者,42#85,1,1,0
13052,竹林盗伐者(勇士),42#85,1,1,0
13002,竹林盗伐者,37#77,1,1,0
13002,竹林盗伐者,27#82,1,1,0
13052,竹林盗伐者(勇士),28#95,1,1,0
13002,竹林盗伐者,31#85,1,1,0
13002,竹林盗伐者,36#90,1,1,0
13002,竹林盗伐者,27#91,1,1,0
13002,竹林盗伐者,25#104,1,1,0
13002,竹林盗伐者,32#109,1,1,0
13052,竹林盗伐者(勇士),32#109,1,1,0
13002,竹林盗伐者,28#100,1,1,0
13002,竹林盗伐者,26#111,1,1,0
13002,竹林盗伐者,32#118,1,1,0
13002,竹林盗伐者,34#126,1,1,0
13002,竹林盗伐者,42#125,1,1,0
13052,竹林盗伐者(勇士),51#129,1,1,0
13002,竹林盗伐者,51#129,1,1,0
13002,竹林盗伐者,51#135,1,1,0
13002,竹林盗伐者,48#141,1,1,0
13002,竹林盗伐者,57#141,1,1,0
13052,竹林盗伐者(勇士),61#137,1,1,0
13002,竹林盗伐者,68#130,1,1,0
13002,竹林盗伐者,57#134,1,1,0
13002,竹林盗伐者,56#126,1,1,0
13002,竹林盗伐者,62#118,1,1,0
13052,竹林盗伐者(勇士),54#118,1,1,0
13002,竹林盗伐者,43#130,1,1,0
13002,竹林盗伐者,60#111,1,1,0
13002,竹林盗伐者,60#111,1,1,0
13002,竹林盗伐者,68#114,1,1,0
13052,竹林盗伐者(勇士),74#118,1,1,0
13002,竹林盗伐者,68#124,1,1,0
13002,竹林盗伐者,60#123,1,1,0
13002,竹林盗伐者,83#121,1,1,0
13002,竹林盗伐者,89#125,1,1,0
13052,竹林盗伐者(勇士),86#132,1,1,0
13002,竹林盗伐者,77#128,1,1,0
13002,竹林盗伐者,76#135,1,1,0
13002,竹林盗伐者,83#129,1,1,0
13002,竹林盗伐者,69#139,1,1,0
13002,竹林盗伐者,74#142,1,1,0
13052,竹林盗伐者(勇士),82#140,1,1,0
13002,竹林盗伐者,91#131,1,1,0
13002,竹林盗伐者,88#143,1,1,0
13002,竹林盗伐者,88#150,1,1,0
13002,竹林盗伐者,75#132,1,1,0
13052,竹林盗伐者(勇士),76#139,1,1,0
13002,竹林盗伐者,82#134,1,1,0
13002,竹林盗伐者,63#133,1,1,0
13002,竹林盗伐者,70#135,1,1,0
13002,竹林盗伐者,90#147,1,1,0
13003,独眼恶贼,47#194,1,1,0
13003,独眼恶贼,51#197,1,1,0
13003,独眼恶贼,59#196,1,1,0
13003,独眼恶贼,59#196,1,1,0
13053,独眼恶贼(勇士),56#199,1,1,0
13003,独眼恶贼,68#199,1,1,0
13003,独眼恶贼,71#192,1,1,0
13003,独眼恶贼,71#192,1,1,0
13003,独眼恶贼,71#192,1,1,0
13003,独眼恶贼,75#186,1,1,0
13003,独眼恶贼,82#186,1,1,0
13053,独眼恶贼(勇士),88#189,1,1,0
13003,独眼恶贼,100#189,1,1,0
13003,独眼恶贼,107#193,1,1,0
13003,独眼恶贼,108#201,1,1,0
13003,独眼恶贼,112#210,1,1,0
13003,独眼恶贼,103#212,1,1,0
13003,独眼恶贼,103#206,1,1,0
13003,独眼恶贼,95#210,1,1,0
13053,独眼恶贼(勇士),91#214,1,1,0
13003,独眼恶贼,85#211,1,1,0
13003,独眼恶贼,83#206,1,1,0
13003,独眼恶贼,78#212,1,1,0
13003,独眼恶贼,72#209,1,1,0
13053,独眼恶贼(勇士),71#204,1,1,0
13003,独眼恶贼,77#203,1,1,0
13003,独眼恶贼,76#197,1,1,0
13003,独眼恶贼,79#209,1,1,0
13003,独眼恶贼,81#192,1,1,0
13003,独眼恶贼,94#190,1,1,0
13053,独眼恶贼(勇士),100#198,1,1,0
13003,独眼恶贼,90#195,1,1,0
13003,独眼恶贼,90#195,1,1,0
13003,独眼恶贼,90#203,1,1,0
13003,独眼恶贼,110#204,1,1,0
13003,独眼恶贼,96#206,1,1,0
13053,独眼恶贼(勇士),95#200,1,1,0
13003,独眼恶贼,82#202,1,1,0
13003,独眼恶贼,82#196,1,1,0
13003,独眼恶贼,90#208,1,1,0
13003,独眼恶贼,99#194,1,1,0
13003,独眼恶贼,99#214,1,1,0
13053,独眼恶贼(勇士),149#183,1,1,0
13003,独眼恶贼,149#178,1,1,0
13003,独眼恶贼,155#178,1,1,0
13003,独眼恶贼,159#183,1,1,0
13003,独眼恶贼,166#187,1,1,0
13003,独眼恶贼,172#186,1,1,0
13053,独眼恶贼(勇士),176#182,1,1,0
13003,独眼恶贼,182#178,1,1,0
13003,独眼恶贼,167#180,1,1,0
13003,独眼恶贼,163#175,1,1,0
13003,独眼恶贼,157#171,1,1,0
13003,独眼恶贼,147#171,1,1,0
13053,独眼恶贼(勇士),151#163,1,1,0
13003,独眼恶贼,152#171,1,1,0
13003,独眼恶贼,159#163,1,1,0
13003,独眼恶贼,170#161,1,1,0
13003,独眼恶贼,164#157,1,1,0
13003,独眼恶贼,164#157,1,1,0
13003,独眼恶贼,157#167,1,1,0
13003,独眼恶贼,168#168,1,1,0
13053,独眼恶贼(勇士),165#162,1,1,0
13003,独眼恶贼,176#162,1,1,0
13003,独眼恶贼,177#170,1,1,0
13003,独眼恶贼,174#178,1,1,0
13003,独眼恶贼,171#174,1,1,0
13003,独眼恶贼,181#173,1,1,0
13003,独眼恶贼,162#180,1,1,0
13053,独眼恶贼(勇士),170#183,1,1,0
13003,独眼恶贼,189#173,1,1,0
13003,独眼恶贼,184#170,1,1,0
13003,独眼恶贼,134#170,1,1,0
13003,独眼恶贼,128#169,1,1,0
13003,独眼恶贼,121#165,1,1,0
13003,独眼恶贼,118#171,1,1,0
13053,独眼恶贼(勇士),113#179,1,1,0
13003,独眼恶贼,110#187,1,1,0
13003,独眼恶贼,136#166,1,1,0
13003,独眼恶贼,117#157,1,1,0
13053,独眼恶贼(勇士),120#152,1,1,0
13003,独眼恶贼,120#147,1,1,0
13003,独眼恶贼,112#155,1,1,0
13003,独眼恶贼,112#155,1,1,0
13003,独眼恶贼,88#180,1,1,0
13003,独眼恶贼,90#175,1,1,0
13053,独眼恶贼(勇士),60#156,1,1,0
13003,独眼恶贼,65#159,1,1,0
13003,独眼恶贼,68#166,1,1,0
13003,独眼恶贼,74#169,1,1,0
13003,独眼恶贼,83#169,1,1,0
13003,独眼恶贼,88#175,1,1,0
13004,竹林双剑,136#195,1,1,0
13004,竹林双剑,141#197,1,1,0
13004,竹林双剑,138#202,1,1,0
13004,竹林双剑,142#205,1,1,0
13054,竹林双剑(勇士),147#203,1,1,0
13004,竹林双剑,154#202,1,1,0
13004,竹林双剑,151#208,1,1,0
13004,竹林双剑,154#212,1,1,0
13004,竹林双剑,160#211,1,1,0
13004,竹林双剑,160#211,1,1,0
13004,竹林双剑,157#207,1,1,0
13054,竹林双剑(勇士),162#201,1,1,0
13004,竹林双剑,167#205,1,1,0
13004,竹林双剑,162#207,1,1,0
13004,竹林双剑,174#206,1,1,0
13004,竹林双剑,173#202,1,1,0
13004,竹林双剑,173#202,1,1,0
13054,竹林双剑(勇士),181#204,1,1,0
13004,竹林双剑,132#194,1,1,0
13004,竹林双剑,134#199,1,1,0
13004,竹林双剑,189#206,1,1,0
13054,竹林双剑(勇士),189#200,1,1,0
13004,竹林双剑,189#200,1,1,0
13004,竹林双剑,194#202,1,1,0
13004,竹林双剑,201#203,1,1,0
13004,竹林双剑,210#208,1,1,0
13054,竹林双剑(勇士),212#204,1,1,0
13004,竹林双剑,219#210,1,1,0
13004,竹林双剑,206#203,1,1,0
13004,竹林双剑,206#203,1,1,0
13004,竹林双剑,191#149,1,1,0
13054,竹林双剑(勇士),196#151,1,1,0
13004,竹林双剑,205#151,1,1,0
13004,竹林双剑,208#155,1,1,0
13004,竹林双剑,215#152,1,1,0
13004,竹林双剑,223#146,1,1,0
13004,竹林双剑,219#140,1,1,0
13004,竹林双剑,223#151,1,1,0
13004,竹林双剑,224#139,1,1,0
13054,竹林双剑(勇士),218#147,1,1,0
13004,竹林双剑,215#135,1,1,0
13004,竹林双剑,221#130,1,1,0
13004,竹林双剑,220#136,1,1,0
13004,竹林双剑,217#124,1,1,0
13004,竹林双剑,209#123,1,1,0
13054,竹林双剑(勇士),214#128,1,1,0
13004,竹林双剑,203#121,1,1,0
13004,竹林双剑,197#124,1,1,0
13004,竹林双剑,191#117,1,1,0
