id,怪物名称,出生点,出生范围,怪物数量,移动范围
前4位对应地图id前四位，第五六位区分1小怪/2boss，后2位对应怪物编号,1是普通怪2是boss,x#y,x#y,填坐标2后可填，表示区域内怪物数量,移动范围至少要大于等于出生范围
uint#id,string#name,string#positon,uint#bornRange,uint#total,uint#bornDistance
id,name,position,bornRange,total,bornDistance
12401,黑松鬼面贼,37#190,1,1,0
12401,黑松鬼面贼,45#178,1,1,0
12401,黑松鬼面贼,48#186,1,1,0
12451,黑松鬼面贼(勇士),48#186,1,1,0
12401,黑松鬼面贼,56#187,1,1,0
12451,黑松鬼面贼(勇士),60#193,1,1,0
12451,黑松鬼面贼(勇士),67#194,1,1,0
12401,黑松鬼面贼,77#194,1,1,0
12401,黑松鬼面贼,77#189,1,1,0
12401,黑松鬼面贼,81#183,1,1,0
12451,黑松鬼面贼(勇士),82#178,1,1,0
12401,黑松鬼面贼,78#174,1,1,0
12401,黑松鬼面贼,73#178,1,1,0
12401,黑松鬼面贼,70#184,1,1,0
12401,黑松鬼面贼,63#180,1,1,0
12451,黑松鬼面贼(勇士),63#185,1,1,0
12401,黑松鬼面贼,89#181,1,1,0
12451,黑松鬼面贼(勇士),96#183,1,1,0
12401,黑松鬼面贼,96#183,1,1,0
12401,黑松鬼面贼,96#188,1,1,0
12401,黑松鬼面贼,63#168,1,1,0
12401,黑松鬼面贼,61#174,1,1,0
12401,黑松鬼面贼,53#173,1,1,0
12451,黑松鬼面贼(勇士),56#180,1,1,0
12401,黑松鬼面贼,42#185,1,1,0
12401,黑松鬼面贼,43#172,1,1,0
12401,黑松鬼面贼,52#167,1,1,0
12451,黑松鬼面贼(勇士),58#162,1,1,0
12401,黑松鬼面贼,51#161,1,1,0
12451,黑松鬼面贼(勇士),69#169,1,1,0
12401,黑松鬼面贼,69#169,1,1,0
12403,直眉禁药商,51#133,1,1,0
12453,直眉禁药商(勇士),40#130,1,1,0
12403,直眉禁药商,48#128,1,1,0
12453,直眉禁药商(勇士),46#118,1,1,0
12403,直眉禁药商,50#114,1,1,0
12403,直眉禁药商,36#126,1,1,0
12453,直眉禁药商(勇士),40#112,1,1,0
12403,直眉禁药商,43#106,1,1,0
12403,直眉禁药商,30#110,1,1,0
12453,直眉禁药商(勇士),36#103,1,1,0
12403,直眉禁药商,24#114,1,1,0
12403,直眉禁药商,32#122,1,1,0
12403,直眉禁药商,32#122,1,1,0
12403,直眉禁药商,33#114,1,1,0
12403,直眉禁药商,33#114,1,1,0
12453,直眉禁药商(勇士),22#105,1,1,0
12403,直眉禁药商,16#108,1,1,0
12403,直眉禁药商,29#101,1,1,0
12453,直眉禁药商(勇士),58#121,1,1,0
12403,直眉禁药商,62#130,1,1,0
12403,直眉禁药商,72#130,1,1,0
12404,蒙面大盗,66#79,1,1,0
12404,蒙面大盗,67#72,1,1,0
12404,蒙面大盗,67#72,1,1,0
12404,蒙面大盗,74#68,1,1,0
12404,蒙面大盗,75#75,1,1,0
12404,蒙面大盗,81#61,1,1,0
12404,蒙面大盗,80#68,1,1,0
12404,蒙面大盗,89#72,1,1,0
12404,蒙面大盗,88#62,1,1,0
12404,蒙面大盗,93#58,1,1,0
12404,蒙面大盗,100#55,1,1,0
12404,蒙面大盗,113#57,1,1,0
12404,蒙面大盗,115#48,1,1,0
12404,蒙面大盗,107#46,1,1,0
12404,蒙面大盗,117#41,1,1,0
12404,蒙面大盗,122#47,1,1,0
12404,蒙面大盗,99#45,1,1,0
12404,蒙面大盗,97#63,1,1,0
12404,蒙面大盗,102#68,1,1,0
12404,蒙面大盗,93#68,1,1,0
12404,蒙面大盗,96#76,1,1,0
12404,蒙面大盗,82#79,1,1,0
12404,蒙面大盗,80#85,1,1,0
12404,蒙面大盗,88#91,1,1,0
12404,蒙面大盗,93#86,1,1,0
12404,蒙面大盗,102#89,1,1,0
12404,蒙面大盗,99#81,1,1,0
12404,蒙面大盗,95#92,1,1,0
12405,飞天女盗,24#52,1,1,0
12405,飞天女盗,30#50,1,1,0
12454,飞天女盗(勇士),31#45,1,1,0
12405,飞天女盗,36#46,1,1,0
12454,飞天女盗(勇士),19#58,1,1,0
12405,飞天女盗,40#35,1,1,0
12405,飞天女盗,46#33,1,1,0
12454,飞天女盗(勇士),52#36,1,1,0
12405,飞天女盗,61#27,1,1,0
12454,飞天女盗(勇士),75#25,1,1,0
12405,飞天女盗,68#26,1,1,0
12405,飞天女盗,56#31,1,1,0
12405,飞天女盗,48#27,1,1,0
12454,飞天女盗(勇士),38#28,1,1,0
12405,飞天女盗,34#34,1,1,0
12405,飞天女盗,30#39,1,1,0
12405,飞天女盗,36#41,1,1,0
12454,飞天女盗(勇士),46#38,1,1,0
12405,飞天女盗,80#21,1,1,0
12405,飞天女盗,80#28,1,1,0
12405,飞天女盗,89#28,1,1,0
12402,暴力走私商,140#185,1,1,0
12402,暴力走私商,147#182,1,1,0
12402,暴力走私商,141#177,1,1,0
12452,暴力走私商(勇士),151#166,1,1,0
12402,暴力走私商,135#172,1,1,0
12402,暴力走私商,149#177,1,1,0
12402,暴力走私商,149#186,1,1,0
12452,暴力走私商(勇士),159#177,1,1,0
12402,暴力走私商,153#170,1,1,0
12402,暴力走私商,160#165,1,1,0
12452,暴力走私商(勇士),168#175,1,1,0
12402,暴力走私商,168#175,1,1,0
12402,暴力走私商,142#171,1,1,0
12402,暴力走私商,128#181,1,1,0
12452,暴力走私商(勇士),128#173,1,1,0
12402,暴力走私商,129#169,1,1,0
12402,暴力走私商,117#164,1,1,0
12402,暴力走私商,122#173,1,1,0
12402,暴力走私商,122#173,1,1,0
12402,暴力走私商,122#173,1,1,0
12402,暴力走私商,124#160,1,1,0
12452,暴力走私商(勇士),133#160,1,1,0
12402,暴力走私商,133#160,1,1,0
12402,暴力走私商,143#161,1,1,0
12402,暴力走私商,154#162,1,1,0
12452,暴力走私商(勇士),154#162,1,1,0
12402,暴力走私商,154#157,1,1,0
12402,暴力走私商,154#157,1,1,0
12402,暴力走私商,149#152,1,1,0
12402,暴力走私商,124#151,1,1,0
12452,暴力走私商(勇士),134#155,1,1,0
12402,暴力走私商,134#155,1,1,0
12402,暴力走私商,139#149,1,1,0
12452,暴力走私商(勇士),163#151,1,1,0
12402,暴力走私商,163#151,1,1,0
12402,暴力走私商,170#167,1,1,0
12452,暴力走私商(勇士),176#166,1,1,0
12402,暴力走私商,177#156,1,1,0
12402,暴力走私商,169#148,1,1,0
12402,暴力走私商,169#148,1,1,0
12402,暴力走私商,163#145,1,1,0
12402,暴力走私商,158#138,1,1,0
12402,暴力走私商,149#141,1,1,0
2306502,直眉禁药商会主管(BOSS),101#101,1,1,0
2307001,青面司护狂战头领(BOSS),133#148,1,1,0
12404,蒙面大盗,108#62,1,1,0
