id,怪物名称,出生点,出生范围,怪物数量,移动范围
前4位对应地图id前四位，第五六位区分1小怪/2boss，后2位对应怪物编号,1是普通怪2是boss,x#y,x#y,填坐标2后可填，表示区域内怪物数量,移动范围至少要大于等于出生范围
uint#id,string#name,string#positon,uint#bornRange,uint#total,uint#bornDistance
id,name,position,bornRange,total,bornDistance
201101,冥土战士,93#95,1,1,0
201151,冥土战士(勇士),102#96,1,1,0
201101,冥土战士,109#97,1,1,0
201101,冥土战士,92#88,1,1,0
201101,冥土战士,86#93,1,1,0
201151,冥土战士(勇士),84#86,1,1,0
201101,冥土战士,92#81,1,1,0
201101,冥土战士,85#77,1,1,0
201101,冥土战士,78#77,1,1,0
201101,冥土战士,92#65,1,1,0
201151,冥土战士(勇士),102#65,1,1,0
201101,冥土战士,96#74,1,1,0
201101,冥土战士,83#65,1,1,0
201101,冥土战士,84#56,1,1,0
201151,冥土战士(勇士),87#51,1,1,0
201101,冥土战士,94#59,1,1,0
201101,冥土战士,104#55,1,1,0
201101,冥土战士,107#60,1,1,0
201151,冥土战士(勇士),109#52,1,1,0
201101,冥土战士,117#52,1,1,0
201101,冥土战士,114#45,1,1,0
201101,冥土战士,107#101,1,1,0
201101,冥土战士,104#105,1,1,0
201151,冥土战士(勇士),98#98,1,1,0
201101,冥土战士,128#45,1,1,0
201101,冥土战士,125#36,1,1,0
201101,冥土战士,121#44,1,1,0
201101,冥土战士,137#39,1,1,0
201101,冥土战士,110#109,1,1,0
201151,冥土战士(勇士),100#112,1,1,0
201101,冥土战士,104#119,1,1,0
201101,冥土战士,96#120,1,1,0
201101,冥土战士,102#126,1,1,0
201101,冥土战士,99#133,1,1,0
201101,冥土战士,94#129,1,1,0
201101,冥土战士,88#117,1,1,0
201151,冥土战士(勇士),98#90,1,1,0
201101,冥土战士,90#71,1,1,0
201101,冥土战士,96#51,1,1,0
201101,冥土战士,131#37,1,1,0
201101,冥土战士,131#37,1,1,0
