id,怪物名称,出生点,出生范围,怪物数量,移动范围
前4位对应地图id前四位，第五六位区分1小怪/2boss，后2位对应怪物编号,1是普通怪2是boss,x#y,x#y,填坐标2后可填，表示区域内怪物数量,移动范围至少要大于等于出生范围
uint#id,string#name,string#positon,uint#bornRange,uint#total,uint#bornDistance
id,name,position,bornRange,total,bornDistance
1215101,剑齿恶虎(猛兽),207#206,1,1,0
1215101,剑齿恶虎(猛兽),215#207,1,1,0
1215101,剑齿恶虎(猛兽),211#198,1,1,0
1215101,剑齿恶虎(猛兽),199#201,1,1,0
1215101,剑齿恶虎(猛兽),193#194,1,1,0
1215101,剑齿恶虎(猛兽),191#189,1,1,0
1215101,剑齿恶虎(猛兽),202#190,1,1,0
1215101,剑齿恶虎(猛兽),223#201,1,1,0
1215101,剑齿恶虎(猛兽),221#197,1,1,0
1215101,剑齿恶虎(猛兽),219#186,1,1,0
1215101,剑齿恶虎(猛兽),227#185,1,1,0
1215101,剑齿恶虎(猛兽),228#189,1,1,0
1215101,剑齿恶虎(猛兽),209#182,1,1,0
1215101,剑齿恶虎(猛兽),216#181,1,1,0
1215101,剑齿恶虎(猛兽),214#185,1,1,0
1215101,剑齿恶虎(猛兽),238#179,1,1,0
1215101,剑齿恶虎(猛兽),239#184,1,1,0
1215101,剑齿恶虎(猛兽),197#178,1,1,0
1215101,剑齿恶虎(猛兽),204#175,1,1,0
1215101,剑齿恶虎(猛兽),188#167,1,1,0
1215101,剑齿恶虎(猛兽),191#172,1,1,0
1215101,剑齿恶虎(猛兽),204#163,1,1,0
1215101,剑齿恶虎(猛兽),195#159,1,1,0
1215101,剑齿恶虎(猛兽),203#157,1,1,0
1215101,剑齿恶虎(猛兽),220#161,1,1,0
1215101,剑齿恶虎(猛兽),222#173,1,1,0
1215101,剑齿恶虎(猛兽),221#167,1,1,0
1215101,剑齿恶虎(猛兽),238#173,1,1,0
1215101,剑齿恶虎(猛兽),234#168,1,1,0
1215101,剑齿恶虎(猛兽),242#162,1,1,0
1215101,剑齿恶虎(猛兽),243#153,1,1,0
1215101,剑齿恶虎(猛兽),240#157,1,1,0
1215101,剑齿恶虎(猛兽),202#150,1,1,0
1215101,剑齿恶虎(猛兽),213#150,1,1,0
1215101,剑齿恶虎(猛兽),217#145,1,1,0
1215101,剑齿恶虎(猛兽),217#145,1,1,0
1215101,剑齿恶虎(猛兽),229#145,1,1,0
1215101,剑齿恶虎(猛兽),231#151,1,1,0
1215101,剑齿恶虎(猛兽),228#160,1,1,0
1215201,嗜血狂狼(猛兽),197#47,1,1,0
1215201,嗜血狂狼(猛兽),182#52,1,1,0
1215201,嗜血狂狼(猛兽),176#45,1,1,0
1215201,嗜血狂狼(猛兽),182#41,1,1,0
1215201,嗜血狂狼(猛兽),182#41,1,1,0
1215201,嗜血狂狼(猛兽),173#31,1,1,0
1215201,嗜血狂狼(猛兽),166#21,1,1,0
1215201,嗜血狂狼(猛兽),163#12,1,1,0
1215201,嗜血狂狼(猛兽),167#6,1,1,0
1215201,嗜血狂狼(猛兽),180#6,1,1,0
1215201,嗜血狂狼(猛兽),174#13,1,1,0
1215201,嗜血狂狼(猛兽),180#13,1,1,0
1215201,嗜血狂狼(猛兽),181#23,1,1,0
1215201,嗜血狂狼(猛兽),185#16,1,1,0
1215201,嗜血狂狼(猛兽),193#17,1,1,0
1215201,嗜血狂狼(猛兽),198#14,1,1,0
1215201,嗜血狂狼(猛兽),207#12,1,1,0
1215201,嗜血狂狼(猛兽),211#7,1,1,0
1215201,嗜血狂狼(猛兽),223#11,1,1,0
1215201,嗜血狂狼(猛兽),217#27,1,1,0
1215201,嗜血狂狼(猛兽),211#24,1,1,0
1215201,嗜血狂狼(猛兽),233#18,1,1,0
1215201,嗜血狂狼(猛兽),239#20,1,1,0
1215201,嗜血狂狼(猛兽),236#28,1,1,0
1215201,嗜血狂狼(猛兽),221#33,1,1,0
1215201,嗜血狂狼(猛兽),226#41,1,1,0
1215201,嗜血狂狼(猛兽),230#47,1,1,0
1215201,嗜血狂狼(猛兽),208#42,1,1,0
1215201,嗜血狂狼(猛兽),210#35,1,1,0
1215201,嗜血狂狼(猛兽),201#35,1,1,0
1215201,嗜血狂狼(猛兽),184#30,1,1,0
1215201,嗜血狂狼(猛兽),202#25,1,1,0
1215201,嗜血狂狼(猛兽),194#28,1,1,0
1225101,神掌飞虎贼(勇士),104#100,1,1,0
1225101,神掌飞虎贼(勇士),111#92,1,1,0
1225101,神掌飞虎贼(勇士),106#90,1,1,0
1225101,神掌飞虎贼(勇士),97#97,1,1,0
1225101,神掌飞虎贼(勇士),111#85,1,1,0
1225101,神掌飞虎贼(勇士),104#80,1,1,0
1225101,神掌飞虎贼(勇士),98#83,1,1,0
1225101,神掌飞虎贼(勇士),90#82,1,1,0
1225101,神掌飞虎贼(勇士),92#90,1,1,0
1225401,鬼面武士(勇士),137#139,1,1,0
1225401,鬼面武士(勇士),133#127,1,1,0
1225401,鬼面武士(勇士),139#128,1,1,0
1225401,鬼面武士(勇士),125#133,1,1,0
1225401,鬼面武士(勇士),118#133,1,1,0
1225401,鬼面武士(勇士),121#128,1,1,0
1225401,鬼面武士(勇士),119#117,1,1,0
1225401,鬼面武士(勇士),108#120,1,1,0
1225401,鬼面武士(勇士),113#124,1,1,0
1225401,鬼面武士(勇士),110#131,1,1,0
1225401,鬼面武士(勇士),112#137,1,1,0
1225401,鬼面武士(勇士),125#142,1,1,0
1225401,鬼面武士(勇士),131#144,1,1,0
1225401,鬼面武士(勇士),129#150,1,1,0
1225401,鬼面武士(勇士),129#150,1,1,0
1225401,鬼面武士(勇士),122#147,1,1,0
1225401,鬼面武士(勇士),117#143,1,1,0
1225401,鬼面武士(勇士),109#142,1,1,0
1225401,鬼面武士(勇士),119#155,1,1,0
1225401,鬼面武士(勇士),106#156,1,1,0
1225401,鬼面武士(勇士),114#160,1,1,0
1225401,鬼面武士(勇士),123#164,1,1,0
1225401,鬼面武士(勇士),132#163,1,1,0
1225401,鬼面武士(勇士),127#160,1,1,0
1225401,鬼面武士(勇士),105#152,1,1,0
1235101,珊瑚蛇(猛兽),98#180,1,1,0
1235101,珊瑚蛇(猛兽),90#170,1,1,0
1235101,珊瑚蛇(猛兽),102#177,1,1,0
1235101,珊瑚蛇(猛兽),104#184,1,1,0
1235101,珊瑚蛇(猛兽),109#178,1,1,0
1235101,珊瑚蛇(猛兽),118#181,1,1,0
1235101,珊瑚蛇(猛兽),114#184,1,1,0
1235101,珊瑚蛇(猛兽),109#169,1,1,0
1235101,珊瑚蛇(猛兽),99#169,1,1,0
1235101,珊瑚蛇(猛兽),94#163,1,1,0
1235101,珊瑚蛇(猛兽),121#178,1,1,0
1235101,珊瑚蛇(猛兽),118#168,1,1,0
1235101,珊瑚蛇(猛兽),118#168,1,1,0
1235101,珊瑚蛇(猛兽),114#164,1,1,0
1235101,珊瑚蛇(猛兽),99#161,1,1,0
1245301,直眉禁药商(勇士),68#199,1,1,0
1245301,直眉禁药商(勇士),69#193,1,1,0
1245301,直眉禁药商(勇士),69#187,1,1,0
1245301,直眉禁药商(勇士),61#188,1,1,0
1245301,直眉禁药商(勇士),63#194,1,1,0
1245301,直眉禁药商(勇士),64#182,1,1,0
1245301,直眉禁药商(勇士),68#178,1,1,0
1245301,直眉禁药商(勇士),50#190,1,1,0
1245301,直眉禁药商(勇士),42#189,1,1,0
1245301,直眉禁药商(勇士),47#183,1,1,0
1245301,直眉禁药商(勇士),57#180,1,1,0
1245301,直眉禁药商(勇士),58#168,1,1,0
1245301,直眉禁药商(勇士),58#168,1,1,0
1245301,直眉禁药商(勇士),35#194,1,1,0
1245301,直眉禁药商(勇士),28#190,1,1,0
1245301,直眉禁药商(勇士),27#178,1,1,0
1245301,直眉禁药商(勇士),30#184,1,1,0
1245301,直眉禁药商(勇士),31#170,1,1,0
1245301,直眉禁药商(勇士),36#176,1,1,0
1245301,直眉禁药商(勇士),47#171,1,1,0
1245301,直眉禁药商(勇士),34#166,1,1,0
1245301,直眉禁药商(勇士),37#161,1,1,0
1245301,直眉禁药商(勇士),37#161,1,1,0
1245301,直眉禁药商(勇士),54#170,1,1,0
1245301,直眉禁药商(勇士),55#161,1,1,0
1245301,直眉禁药商(勇士),53#165,1,1,0
1245301,直眉禁药商(勇士),42#179,1,1,0
1245301,直眉禁药商(勇士),50#195,1,1,0
1245301,直眉禁药商(勇士),72#196,1,1,0
1245101,黑松鬼面贼(勇士),41#157,1,1,0
1245101,黑松鬼面贼(勇士),46#153,1,1,0
1245101,黑松鬼面贼(勇士),55#153,1,1,0
1245101,黑松鬼面贼(勇士),36#146,1,1,0
1245101,黑松鬼面贼(勇士),31#149,1,1,0
1245101,黑松鬼面贼(勇士),31#149,1,1,0
1245101,黑松鬼面贼(勇士),50#146,1,1,0
1245201,暴力走私商(勇士),42#136,1,1,0
1245201,暴力走私商(勇士),45#140,1,1,0
1245201,暴力走私商(勇士),33#134,1,1,0
1245201,暴力走私商(勇士),32#139,1,1,0
1245201,暴力走私商(勇士),23#138,1,1,0
1245201,暴力走私商(勇士),41#125,1,1,0
1245201,暴力走私商(勇士),45#130,1,1,0
1245201,暴力走私商(勇士),55#131,1,1,0
1245201,暴力走私商(勇士),63#136,1,1,0
1245201,暴力走私商(勇士),69#136,1,1,0
1245201,暴力走私商(勇士),72#132,1,1,0
1245201,暴力走私商(勇士),67#120,1,1,0
1245201,暴力走私商(勇士),72#119,1,1,0
1245201,暴力走私商(勇士),62#122,1,1,0
1245201,暴力走私商(勇士),39#114,1,1,0
1245201,暴力走私商(勇士),38#121,1,1,0
1245201,暴力走私商(勇士),52#115,1,1,0
1245201,暴力走私商(勇士),60#114,1,1,0
1245201,暴力走私商(勇士),60#107,1,1,0
1245201,暴力走私商(勇士),56#102,1,1,0
1245201,暴力走私商(勇士),70#97,1,1,0
1245201,暴力走私商(勇士),70#97,1,1,0
1245201,暴力走私商(勇士),59#95,1,1,0
1245201,暴力走私商(勇士),54#89,1,1,0
1225301,赏猎女刺客(勇士),53#74,1,1,0
1225301,赏猎女刺客(勇士),63#77,1,1,0
1225301,赏猎女刺客(勇士),60#66,1,1,0
1225301,赏猎女刺客(勇士),55#66,1,1,0
1225301,赏猎女刺客(勇士),50#71,1,1,0
1225301,赏猎女刺客(勇士),45#61,1,1,0
1225301,赏猎女刺客(勇士),51#62,1,1,0
1225301,赏猎女刺客(勇士),58#57,1,1,0
1225301,赏猎女刺客(勇士),61#52,1,1,0
1225301,赏猎女刺客(勇士),42#51,1,1,0
1225301,赏猎女刺客(勇士),37#47,1,1,0
1225301,赏猎女刺客(勇士),50#55,1,1,0
1225301,赏猎女刺客(勇士),38#56,1,1,0
1225301,赏猎女刺客(勇士),30#50,1,1,0
1225301,赏猎女刺客(勇士),27#61,1,1,0
1245401,飞天女盗(勇士),27#39,1,1,0
1245401,飞天女盗(勇士),32#42,1,1,0
1245401,飞天女盗(勇士),41#43,1,1,0
1245401,飞天女盗(勇士),53#44,1,1,0
1245401,飞天女盗(勇士),62#43,1,1,0
1245401,飞天女盗(勇士),58#41,1,1,0
1245401,飞天女盗(勇士),67#28,1,1,0
1245401,飞天女盗(勇士),58#33,1,1,0
1245401,飞天女盗(勇士),53#22,1,1,0
1245401,飞天女盗(勇士),48#11,1,1,0
1245401,飞天女盗(勇士),48#11,1,1,0
1245401,飞天女盗(勇士),39#18,1,1,0
1245401,飞天女盗(勇士),42#22,1,1,0
1245401,飞天女盗(勇士),36#35,1,1,0
1245401,飞天女盗(勇士),31#29,1,1,0
1245401,飞天女盗(勇士),47#35,1,1,0
1245401,飞天女盗(勇士),47#35,1,1,0
1225201,赏猎刀疤勇士(勇士),70#14,1,1,0
1225201,赏猎刀疤勇士(勇士),70#18,1,1,0
1225201,赏猎刀疤勇士(勇士),81#21,1,1,0
1225201,赏猎刀疤勇士(勇士),77#7,1,1,0
1225201,赏猎刀疤勇士(勇士),68#7,1,1,0
1225201,赏猎刀疤勇士(勇士),56#5,1,1,0
1225201,赏猎刀疤勇士(勇士),94#14,1,1,0
1225201,赏猎刀疤勇士(勇士),97#10,1,1,0
1225201,赏猎刀疤勇士(勇士),101#17,1,1,0
1225201,赏猎刀疤勇士(勇士),112#10,1,1,0
1225201,赏猎刀疤勇士(勇士),109#16,1,1,0
1225201,赏猎刀疤勇士(勇士),93#22,1,1,0
1225201,赏猎刀疤勇士(勇士),106#27,1,1,0
1235201,青头蛇(猛兽),98#191,1,1,0
1235201,青头蛇(猛兽),97#187,1,1,0
1235201,青头蛇(猛兽),93#192,1,1,0
